Parcel ID,Location,Total Value,Lot size,Sale date,Bed/Bath,Price,lats/long,distance,d_0_4,d_4_8,d_8_12,d_12_16,Fukushima,Fdis1,Fdis2,Fdis3
130-002-000C-093,20  CHANDLER ST,"$148,400 ",6534,12/14/15,3,65000,"(41.76613855, -70.6335486)",12.54705726,0,0,0,1,1,0,0,1
130-002-000C-091,24  CHANDLER ST,"$265,500 ",13068,5/21/15,5,251000,"(41.76630695, -70.6336304)",12.53674489,0,0,0,1,1,0,0,1
104-000-010-010,10  CHARLOTTE DR,"$286,600 ",19998,10/8/15,4,286000,"(41.9377511, -70.72187883)",7.489375944,0,1,0,0,1,1,0,0
104-000-010-023,23  CHARLOTTE DR,"$297,500 ",19998,7/30/15,5,280000,"(41.9403767, -70.72179992)",7.478748854,0,1,0,0,1,1,0,0
049-003-307-000,14  CHATHAM RD,"$295,200 ",6534,10/30/15,5,310000,"(41.8896288, -70.53873261)",4.165081128,0,1,0,0,1,1,0,0
104-000-019C-058A,23  CHIPMUNK LN,"$370,600 ",25003,1/23/15,4,335000,"(41.93877798, -70.7269047)",7.745083714,0,1,0,0,1,1,0,0
078D-000-016-314,19  CLAM PUDDING,"$398,600 ",6068,1/15/15,4,390000,"(41.87843094, -70.58020764)",4.453112279,0,1,0,0,1,1,0,0
078D-000-016-595,76  CLAM PUDDING,"$434,600 ",7327,11/20/15,4,479900,"(41.8787006, -70.58243593)",4.44068468,0,1,0,0,1,1,0,0
043-000A-151-000Z,22  CLAY HILL DR,"$629,100 ",20717,7/15/15,6,645000,"(41.94470925, -70.59938241)",1.175393335,1,0,0,0,1,0,0,0
048-000-007-018,7  CLEARWATER DR,"$290,500 ",15002,2/13/15,5,290000,"(41.9090945, -70.55375440000002)",2.615760338,1,0,0,0,1,0,0,0
056-000-073-017Z,2  CLEVELAND RD,"$313,500 ",13068,1/29/15,4,305000,"(41.811199, -70.57277734)",9.091761518,0,0,1,0,1,0,1,0
042-000-020B-000,12  CLIFFORD RD,"$440,500 ",40036,7/10/15,6,452000,"(41.93806825, -70.61787245)",2.147624,1,0,0,0,1,0,0,0
047-000-036B-001,57  CLIFFORD RD,"$348,800 ",131512,11/18/15,2,325000,"(41.9321731, -70.61602715)",2.157577021,1,0,0,0,1,0,0,0
042-000-037-005A,68  CLIFFORD RD,"$663,400 ",40036,7/10/15,5,645000,"(41.93086163, -70.61439876)",2.112902585,1,0,0,0,1,0,0,0
017-000-050-000,4  CLYFTON ST,"$398,600 ",7540,5/21/15,5,393000,"(41.95753768, -70.66992103)",4.907957361,0,1,0,0,1,1,0,0
054-005-002B-012,12  COASTLINE DR,"$429,100 ",10363,4/30/15,6,392000,"(41.8201916, -70.54572890000001)",8.618211029,0,0,1,0,1,0,1,0
054-005-002B-014,14  COASTLINE DR,"$406,000 ",19955,10/30/15,5,359000,"(41.82028065, -70.54539985)",8.615335496,0,0,1,0,1,0,1,0
077D-000-010-546,21  COBBLESTONE,"$538,600 ",4134,7/10/15,5,566700,"(41.881511100000004, -70.60293574)",4.44749584,0,1,0,0,1,1,0,0
077D-000-010-508,22  COBBLESTONE,"$459,000 ",3067,8/28/15,3,425000,"(41.8816842, -70.60257834)",4.430533262,0,1,0,0,1,1,0,0
077D-000-010-504,5  COBBLESTONE,"$458,200 ",3489,12/30/15,3,520000,"(41.88197525, -70.60223671)",4.406087516,0,1,0,0,1,1,0,0
033-000-010A-006,6  COBBS HOLLOW,"$1,143,400 ",27839,12/8/15,6,1470000,"(41.949003399999995, -70.64478981)",3.53349975,1,0,0,0,1,0,0,0
096-000-019-078,87  COLCHESTER DR,"$304,800 ",10328,9/30/15,4,313000,"(41.9164976, -70.69428095)",6.327894826,0,1,0,0,1,1,0,0
026-000-034C-000,17  COLES LN,"$498,000 ",24790,8/21/15,6,435000,"(41.938114, -70.649638)",3.772909447,1,0,0,0,1,0,0,0
026-000-032-000,7  COLES LN,"$358,100 ",37858,9/9/15,6,322000,"(41.9440059, -70.64677785)",3.611681916,1,0,0,0,1,0,0,0
084-000-030-006,38  COLLEGE POND RD,"$296,100 ",68350,7/30/15,5,315000,"(41.90226635, -70.65591575)",4.953381756,0,1,0,0,1,1,0,0
049-003-840-000,4  COLONY BEACH BLVD,"$280,400 ",20870,7/10/15,6,260000,"(41.88872055, -70.53901535)",4.213783925,0,1,0,0,1,1,0,0
054-000-010A-029,22  COLT LN,"$511,400 ",19663,6/30/15,6,485000,"(41.81085303, -70.54826609)",9.230645479,0,0,1,0,1,0,1,0
054-000-010A-058,23  COLT LN,"$327,700 ",20870,9/30/15,5,328000,"(41.8107037, -70.54816132)",9.241680281,0,0,1,0,1,0,1,0
107-000-026A-038,21  COLUMBIA CIR,"$299,200 ",20434,8/11/15,4,299900,"(41.93608905, -70.73331132)",8.083830263,0,0,1,0,1,0,1,0
067-000-002-144,18  CONSTITUTION DR,"$378,500 ",31324,7/29/15,6,370000,"(41.87765685, -70.61855409)",4.993148187,0,1,0,0,1,1,0,0
067-000-002-147,6  CONSTITUTION DR,"$330,300 ",31760,10/26/15,6,234000,"(41.8789656, -70.61924464)",4.927579925,0,1,0,0,1,1,0,0
103-000-006-339,21  COOKE RD,"$415,800 ",39600,10/1/15,6,425000,"(41.94083235, -70.70095982)",6.404437961,0,1,0,0,1,1,0,0
103-000-006-360,48  COOKE RD,"$395,800 ",37422,9/21/15,6,350000,"(41.93920715, -70.6997146)",6.343886665,0,1,0,0,1,1,0,0
006-000-049-000,4  CORDAGE ST,"$312,400 ",7200,1/29/15,6,285000,"(41.976437100000005, -70.68342175)",5.965010817,0,1,0,0,1,1,0,0
050-000-030J-009,8  CORNERSTONE CIR,"$338,500 ",28710,8/28/15,5,322000,"(41.8687323, -70.53900532)",5.475310637,0,1,0,0,1,1,0,0
050-001-262-000,17  CORVETTE DR,"$263,700 ",12197,8/28/15,4,264900,"(41.8775349, -70.53585415)",4.978533785,0,1,0,0,1,1,0,0
078D-000-016-342,16  COTTAGE COVE,"$401,600 ",6774,11/24/15,5,450000,"(41.87934359, -70.57637066)",4.386484409,0,1,0,0,1,1,0,0
078D-000-016-360,31  COTTAGE COVE,"$485,800 ",7109,10/28/15,5,492000,"(41.87844135, -70.57588249)",4.448920424,0,1,0,0,1,1,0,0
010-000-027-000,227  COURT ST,"$499,700 ",16161,7/10/15,7,455000,"(41.9679753, -70.67809921)",5.502994923,0,1,0,0,1,1,0,0
078D-000-016-097B,16  CROSS WIND,"$387,200 ",6024,6/30/15,4,398000,"(41.884676, -70.580549)",4.023323916,0,1,0,0,1,1,0,0
078D-000-016-088A,33  CROSS WIND,"$392,500 ",6264,7/15/15,6,400000,"(41.884676, -70.580549)",4.023323916,0,1,0,0,1,1,0,0
014-000-022B-000Z,4  CUSHMAN ST,"$351,800 ",7941,12/18/15,5,345000,"(41.9602196, -70.67187998)",5.047272261,0,1,0,0,1,1,0,0
130-002-000A-037,33  CYPRESS ST,"$242,000 ",7405,10/1/15,4,225000,"(41.76627985, -70.62761805)",12.46953231,0,0,0,1,1,0,0,1
130-002-000A-044,40  CYPRESS ST,"$269,400 ",6534,9/25/15,4,269000,"(41.76689975, -70.62747973)",12.42620411,0,0,0,1,1,0,0,1
130-002-000A-154,76  CYPRESS ST,"$140,300 ",6499,7/1/15,2,113000,"(41.77007455, -70.62624685)",12.19860555,0,0,0,1,1,0,0,1
130-002-000A-165,77  CYPRESS ST,"$147,700 ",6534,2/18/15,3,75000,"(41.7699833, -70.62580305)",12.19998792,0,0,0,1,1,0,0,1
130-002-000A-166,79  CYPRESS ST,"$268,300 ",12998,3/13/15,4,249900,"(41.770155100000004, -70.62576075)",12.18793569,0,0,0,1,1,0,0,1
074-000-020-029,64  DAVENPORT RD,"$288,400 ",24790,10/23/15,5,291000,"(41.897084, -70.56703465)",3.201079671,1,0,0,0,1,0,0,0
078B-000-011-428,19  DAWN`S LIGHT,"$1,475,400 ",15359,12/17/15,7,425000,"(41.91046595, -70.58408621)",2.270635763,1,0,0,0,1,0,0,0
123-001P-725B-000,18  DEBBIE CT,"$338,300 ",40036,12/8/15,4,348000,"(41.79585855, -70.60033349999999)",10.22120657,0,0,1,0,1,0,1,0
048-000-016-003,3  DELANCEY DR,"$295,400 ",15041,6/25/15,6,269900,"(41.907131400000004, -70.55207449)",2.775809563,1,0,0,0,1,0,0,0
052-000-032-071,51  DEREK DR,"$347,300 ",60509,10/26/15,6,352500,"(41.85277845, -70.54184841)",6.474278101,0,1,0,0,1,1,0,0
052-000-032-056,64  DEREK DR,"$288,600 ",63994,4/16/15,5,210000,"(41.85173075, -70.54242155)",6.53572537,0,1,0,0,1,1,0,0
045-000-039-361,15  DIAMOND ST,"$310,600 ",10019,1/30/15,6,274300,"(41.924, -70.550958)",1.860482368,1,0,0,0,1,0,0,0
122-010P-1211-000,83  DICKSON DR,"$316,200 ",26968,9/9/15,6,260000,"(41.81951483, -70.58964102)",8.541706233,0,0,1,0,1,0,1,0
112-000-003-171,65  DOROTHY DR,"$337,500 ",40472,10/30/15,3,295000,"(41.845611299999995, -70.60048608)",6.825631779,0,1,0,0,1,1,0,0
112-000-003-177,96  DOROTHY DR,"$334,800 ",40472,4/8/15,5,285000,"(41.84627575, -70.5983176)",6.761191553,0,1,0,0,1,1,0,0
054-000-010B-017,1  DOVER CIR,"$377,200 ",20321,1/12/15,6,360000,"(41.81330425, -70.54597745)",9.083505855,0,0,1,0,1,0,1,0
054-005-003-011,8  DUBLIN DR,"$283,500 ",36116,7/10/15,5,300000,"(41.82059268, -70.54847309)",8.565823083,0,0,1,0,1,0,1,0
049-002-057-000,9  DUDLEY TERR,"$274,700 ",6098,4/9/15,4,245000,"(41.89523955, -70.54165511)",3.752752828,1,0,0,0,1,0,0,0
026-000-011-006,29  E BAY LN,"$397,100 ",28275,9/18/15,6,430000,"(41.939199, -70.638999)",3.220324237,1,0,0,0,1,0,0,0
058-000-031E-001,6  EAGLE DR,"$463,300 ",32631,8/31/15,6,430000,"(41.8001453, -70.5921004)",9.884361491,0,0,1,0,1,0,1,0
056-000-001-039,10  EAGLE HILL DR,"$351,100 ",40472,6/25/15,6,350000,"(41.80039985, -70.55845807)",9.879732418,0,0,1,0,1,0,1,0
051-000-004S-031,74  EARLY RED CIR,"$413,800 ",70528,9/15/15,5,290000,"(41.8647022, -70.55501308)",5.511556996,0,1,0,0,1,1,0,0
047-000-017-037,3  EEL RIVER CIR,"$394,000 ",13299,10/30/15,5,390000,"(41.93375162, -70.62073432)",2.355328403,1,0,0,0,1,0,0,0
076-000-032-042,11  ELLIOT LN,"$271,500 ",30888,5/15/15,4,259000,"(41.92516989, -70.57533764)",1.225690419,1,0,0,0,1,0,0,0
076-000-032-028,79  ELLIOT LN,"$343,200 ",25226,6/5/15,6,370000,"(41.9215544, -70.57863565)",1.476581073,1,0,0,0,1,0,0,0
049-004-538-000,21  ELLISVILLE DR,"$349,800 ",12197,9/28/15,5,143000,"(41.885028999999996, -70.534991)",4.536027849,0,1,0,0,1,1,0,0
093-000-002-015,2  EMERALD TREE LN,"$499,600 ",86210,11/13/15,6,490000,"(41.88611845, -70.70965225)",7.894965215,0,1,0,0,1,1,0,0
044-006-194-000,18  EMERSON RD,"$275,700 ",4792,6/19/15,3,245000,"(41.9339513, -70.56755124)",0.776982903,1,0,0,0,1,0,0,0
044-006-173-000,27  EMERSON RD,"$255,200 ",6534,10/1/15,3,252320,"(41.9342, -70.56654824)",0.796365817,1,0,0,0,1,0,0,0
104-000-019-059,46  ESTA RD,"$274,200 ",14810,8/19/15,4,290000,"(41.93958145, -70.72586632)",7.689714095,0,1,0,0,1,1,0,0
045-000-002-059,8  FAIR OAKS RD,"$272,800 ",10001,9/2/15,4,265000,"(41.92786975, -70.56131239)",1.305711579,1,0,0,0,1,0,0,0
124-000-001-382Z,2  FAIRHAVEN WAY,"$220,500 ",13068,7/24/15,3,226300,"(41.80371335, -70.61640417)",9.822035763,0,0,1,0,1,0,1,0
077E-000-015-222,160  FAIRVIEW LN,"$535,800 ",78369,6/29/15,6,497000,"(41.872956, -70.59295115)",4.899467057,0,1,0,0,1,1,0,0
077E-000-015-206,181  FAIRVIEW LN,"$495,800 ",85338,6/30/15,5,475000,"(41.87365335, -70.59435108)",4.865035633,0,1,0,0,1,1,0,0
077E-000-015-104,30  FAIRVIEW LN,"$530,100 ",43085,12/17/15,5,495000,"(41.8803536, -70.59186019)",4.386922581,0,1,0,0,1,1,0,0
077E-000-015-109,50  FAIRVIEW LN,"$415,000 ",42214,7/16/15,5,409900,"(41.8790573, -70.59129699)",4.470007549,0,1,0,0,1,1,0,0
077E-000-015-111,58  FAIRVIEW LN,"$425,900 ",43521,9/21/15,5,419000,"(41.87852895, -70.59089017)",4.502501482,0,1,0,0,1,1,0,0
114-000-019-057,10  FATHOM RD,"$308,600 ",40036,12/3/15,4,338000,"(41.829562, -70.6042911)",7.950548862,0,1,0,0,1,1,0,0
110-000-008A-000,26  FAWN POND RD,"$273,900 ",60945,9/24/15,3,110000,"(41.84650067, -70.62339924)",7.075532893,0,1,0,0,1,1,0,0
090-000-013D-002,150  FEDERAL FURNACE RD,"$332,900 ",19998,8/27/15,8,200000,"(41.92737722, -70.70221176)",6.556162545,0,1,0,0,1,1,0,0
103-000-006B-000,23  FEDERAL FURNACE RD,"$276,700 ",30888,5/27/15,4,260000,"(41.93602742, -70.70082048)",6.413472093,0,1,0,0,1,1,0,0
096-000-001-008A,248  FEDERAL FURNACE RD,"$327,700 ",17860,7/24/15,4,312000,"(41.922357399999996, -70.70286391)",6.654684123,0,1,0,0,1,1,0,0
103-000-006-106,38  FEDERAL FURNACE RD,"$289,000 ",22176,12/28/15,4,299000,"(41.9404968, -70.69687469)",6.194586896,0,1,0,0,1,1,0,0
096-000-057-045,538  FEDERAL FURNACE RD,"$617,400 ",201644,4/17/15,6,360000,"(41.91002865, -70.7086145)",7.167433908,0,1,0,0,1,1,0,0
099-000-002-011,845  FEDERAL FURNACE RD,"$290,700 ",77498,5/7/15,5,290000,"(41.89415635, -70.71315957)",7.7971182,0,1,0,0,1,1,0,0
105-000-005-013,87  FEDERAL FURNACE RD,"$276,000 ",13504,4/2/15,5,265000,"(41.93541095, -70.7027753)",6.517199495,0,1,0,0,1,1,0,0
098-000-028G-000,88  FEDERAL FURNACE RD,"$302,200 ",41778,3/13/15,5,238000,"(41.93493125, -70.70226559)",6.493761491,0,1,0,0,1,1,0,0
093-000-001A-004,934  FEDERAL FURNACE RD,"$368,000 ",62252,6/15/15,5,350000,"(41.88931135, -70.71388327)",7.980392396,0,1,0,0,1,1,0,0
106-000-001-144,41  FILMORE ST,"$328,100 ",24790,10/2/15,5,339000,"(41.9339253, -70.71267685)",7.034303874,0,1,0,0,1,1,0,0
048-000-043-014Z,10  FITZGERALD AV,"$237,400 ",26097,7/10/15,3,225000,"(41.9141534, -70.55508893)",2.275262674,1,0,0,0,1,0,0,0
106-001-016-040,50  FLINT LOCKE DR,"$302,800 ",12632,9/24/15,5,310000,"(41.929727, -70.72336696)",7.612581074,0,1,0,0,1,1,0,0
054-005-007-022,22  FLORENCE ST,"$179,000 ",7405,8/7/15,3,115000,"(41.82198775, -70.54611368)",8.492714876,0,0,1,0,1,0,1,0
054-005-007-030,30  FLORENCE ST,"$227,700 ",6534,10/27/15,4,240000,"(41.82208605, -70.5450134)",8.496780605,0,0,1,0,1,0,1,0
067-000-001-022,18  FLYING-JIB LN,"$373,700 ",60074,8/31/15,5,429900,"(41.8785976, -70.62323456)",5.044844364,0,1,0,0,1,1,0,0
077D-000-010-243,33  FOREST EDGE,"$555,300 ",53104,8/14/15,5,507000,"(41.885494200000004, -70.59888120000001)",4.123661649,0,1,0,0,1,1,0,0
077E-000-015-241,12  FOUNTAIN GRASS WAYE,"$549,600 ",80399,5/28/15,8,495000,"(41.871576, -70.59090690000001)",4.976735186,0,1,0,0,1,1,0,0
048-049-049A-000,3  FOXGLOVE DR,"$274,500 ",27404,7/24/15,2,299900,"(41.90230758, -70.54695058)",3.193745102,1,0,0,0,1,0,0,0
048-049-044-000,6  FOXGLOVE DR,"$378,500 ",15298,9/8/15,4,395000,"(41.90277705, -70.54742282)",3.153638807,1,0,0,0,1,0,0,0
019-000-168-000,16  FRANKLIN ST,"$336,900 ",4160,4/30/15,3,357000,"(41.95289668, -70.66168826)",4.432875371,0,1,0,0,1,1,0,0
122-000-005-032,33  FREEMAN DR,"$461,200 ",27404,11/9/15,6,418500,"(41.8247248, -70.58620958)",8.170752532,0,0,1,0,1,0,1,0
054-000-010A-231,19  GALLAGHER DR,"$402,900 ",16174,8/28/15,7,375000,"(41.81125325, -70.54132247)",9.267196774,0,0,1,0,1,0,1,0
050-001-401-000,16  GALLEON DR,"$334,300 ",39600,8/28/15,5,330000,"(41.87698215, -70.53741969)",4.97976893,0,1,0,0,1,1,0,0
123-001P-1230-000,12  GARRETT PL,"$274,700 ",25226,8/28/15,5,288500,"(41.8141428, -70.5954583)",8.938858587,0,0,1,0,1,0,1,0
122-010P-1248-000,60  GARRETT PL,"$307,600 ",30017,6/30/15,5,300000,"(41.816736, -70.59739529)",8.772553283,0,0,1,0,1,0,1,0
050-001-229-000,25  GOELETTE DR,"$264,800 ",12001,9/8/15,5,250000,"(41.8817415, -70.53516697)",4.732945537,0,1,0,0,1,1,0,0
050-001-224-000,9  GOELETTE DR,"$317,100 ",12001,11/30/15,5,325000,"(41.8801537, -70.53499585)",4.834857728,0,1,0,0,1,1,0,0
107-000-023-001,55  GRAFFAM RD,"$601,600 ",125414,5/26/15,5,148000,"(41.9325287, -70.74033152)",8.462462482,0,0,1,0,1,0,1,0
077C-000-010-262,2  GREAT KAME,"$634,600 ",14127,8/12/15,5,675000,"(41.8892758, -70.606873)",4.014517862,0,1,0,0,1,1,0,0
077C-000-010-276A,42  GREAT KAME,"$766,300 ",17433,9/30/15,5,790000,"(41.8884967, -70.6067643)",4.062004664,0,1,0,0,1,1,0,0
121-000-006-189,2R  GREAT WIND DR,"$172,300 ",13159,9/25/15,3,156000,"(41.8253971, -70.60671061)",8.256001045,0,0,1,0,1,0,1,0
121-000-006-178,22  GREAT WIND DR,"$209,700 ",10650,2/13/15,3,175000,"(41.8262254, -70.60366293)",8.171643261,0,0,1,0,1,0,1,0
077C-000-010-281,22  GREY SHALE,"$581,100 ",13299,11/25/15,6,587900,"(41.89028275, -70.60523191)",3.918002453,1,0,0,0,1,0,0,0
085-000-020-178,166  GUNNERS EXCHANGE RD,"$306,500 ",23483,8/24/15,5,325000,"(41.8962226, -70.64450292)",4.753204615,0,1,0,0,1,1,0,0
086-000-017-000,89  GUNNERS EXCHANGE RD,"$347,200 ",63994,10/30/15,5,320000,"(41.90078715, -70.64262740000001)",4.471601517,0,1,0,0,1,1,0,0
123-001P-1341-000,74  GUNNING POINT RD,"$483,600 ",41343,6/2/15,7,160000,"(41.80813920000001, -70.60337268)",9.401891501,0,0,1,0,1,0,1,0
132-000G-271A-000,  GURNET,"$1,114,500 ",60074,1/7/15,14,1162500,"(42.003755299999995, -70.6005716)",4.376320236,0,1,0,0,1,1,0,0
055-000-045B-005A,15  HALLORAN`S WAY,"$334,600 ",61816,6/24/15,5,288000,"(41.81655555, -70.56306484)",8.748139174,0,0,1,0,1,0,1,0
046-000-021-008,5  HARBOR SEAL WAY,"$467,200 ",20199,1/30/15,5,456705,"(41.9193128, -70.54985585)",2.136365586,1,0,0,0,1,0,0,0
124-000-009-002,40  HARMONY LN,"$451,100 ",14810,9/23/15,5,525000,"(41.807128000000006, -70.60728470000001)",9.502346637,0,0,1,0,1,0,1,0
027-000-062D-019,3  HAT TRICK DRIVE,"$215,000 ",6717,8/4/15,4,196100,"(41.94436055, -70.65980925)",4.283513763,0,1,0,0,1,1,0,0
067-000-002-157,12  HAVEN RD,"$446,500 ",37422,7/31/15,5,415000,"(41.87950745, -70.61992997)",4.910051232,0,1,0,0,1,1,0,0
067-000-002-094,27  HAVEN RD,"$354,700 ",51362,12/11/15,4,320000,"(41.87724305, -70.62079017)",5.069549531,0,1,0,0,1,1,0,0
077C-000-010-364,23  HEARTHSTONE,"$745,000 ",15189,5/21/15,5,787000,"(41.8864441, -70.60570036)",4.173349853,0,1,0,0,1,1,0,0
075-000-005-018,15  HEATHER DR,"$284,700 ",19998,7/21/15,4,258000,"(41.91342855, -70.56271591)",2.157941545,1,0,0,0,1,0,0,0
075-000-005-022,31  HEATHER DR,"$314,100 ",28275,11/19/15,6,350000,"(41.9130941, -70.5642173)",2.155364536,1,0,0,0,1,0,0,0
060-000-020-005,171  HEDGES POND RD,"$285,400 ",20870,11/30/15,5,272500,"(41.83160905, -70.56530885)",7.703331188,0,1,0,0,1,1,0,0
060-000-020-006,173  HEDGES POND RD,"$248,300 ",21741,1/30/15,4,201000,"(41.83143245, -70.56545179999999)",7.714926162,0,1,0,0,1,1,0,0
060-000-014H-005,243  HEDGES POND RD,"$289,700 ",20870,12/9/15,5,303000,"(41.83222387, -70.57329964)",7.640478794,0,1,0,0,1,1,0,0
045-000-020A-005,20  HENRY DR,"$278,600 ",20735,5/22/15,5,295000,"(41.9190369, -70.56389859999999)",1.774183605,1,0,0,0,1,0,0,0
056-000-002-003,121  HERRING POND RD,"$311,600 ",12001,1/30/15,3,320000,"(41.80238255, -70.55765461)",9.747614976,0,0,1,0,1,0,1,0
057-000-001-001,211  HERRING POND RD,"$536,200 ",21741,9/29/15,6,590000,"(41.7905908, -70.56118858)",10.54220556,0,0,1,0,1,0,1,0
056-000-065-003,70  HERRING POND RD,"$390,800 ",19998,8/28/15,5,294500,"(41.8088565, -70.55505436)",9.318309042,0,0,1,0,1,0,1,0
078C-000-011-198,12  HICKORYWOOD,"$577,200 ",11600,6/5/15,5,174900,"(41.894341499999996, -70.58711952)",3.39411473,1,0,0,0,1,0,0,0
078C-000-011-202,20  HICKORYWOOD,"$622,000 ",11495,1/12/15,6,698000,"(41.89498235, -70.58753923)",3.353985746,1,0,0,0,1,0,0,0
105-000-006-023,28  HIGH PINE DR,"$318,900 ",19998,1/7/15,5,290000,"(41.9308065, -70.70948289)",6.893277429,0,1,0,0,1,1,0,0
046-000-007-017Z,21  HIGHLAND TERR,"$482,500 ",52233,9/1/15,5,400000,"(41.9233442, -70.54412619)",2.15398193,1,0,0,0,1,0,0,0
050-001-209-000,100  HILLSIDE DR,"$237,000 ",12197,5/15/15,4,257500,"(41.881051899999996, -70.53403583)",4.801872181,0,1,0,0,1,1,0,0
050-001-154-000,27  HILLSIDE DR,"$260,900 ",5001,4/29/15,5,250000,"(41.875711100000004, -70.53357809)",5.142509787,0,1,0,0,1,1,0,0
050-001-205-000,88  HILLSIDE DR,"$293,200 ",12197,5/11/15,5,290000,"(41.8801534, -70.53390276)",4.860196356,0,1,0,0,1,1,0,0
077C-000-010-513,3  HITCHING POST,"$702,300 ",23004,6/22/15,7,817000,"(41.8942581, -70.59338213)",3.465487456,1,0,0,0,1,0,0,0
077C-000-010-514,5  HITCHING POST,"$658,700 ",21610,7/9/15,5,710000,"(41.894364, -70.59370177)",3.462540992,1,0,0,0,1,0,0,0
008-000-001-005,14  HOLMES TERR,"$636,700 ",22176,4/27/15,9,560000,"(41.97140302, -70.68097698)",5.720758792,0,1,0,0,1,1,0,0
008-000-003-008,31  HOLMES TERR,"$409,900 ",15002,8/3/15,6,435000,"(41.97243855, -70.67817666)",5.611046967,0,1,0,0,1,1,0,0
106-000-002-287,30  HOOD DR,"$344,000 ",20434,2/10/15,5,350000,"(41.9274745, -70.71989989)",7.455958635,0,1,0,0,1,1,0,0
103-000-006-113,2  HOPKINS RD,"$293,800 ",20870,6/29/15,5,300000,"(41.9435032, -70.69310114)",5.997926011,0,1,0,0,1,1,0,0
124-000-001-291,3  HUDSON ST,"$211,400 ",6098,12/4/15,3,250000,"(41.80170275, -70.61509761)",9.944153127,0,0,1,0,1,0,1,0
095-000-036-131,12  HUNTINGTON RD,"$377,000 ",19998,9/22/15,5,315000,"(41.93010545, -70.7061761)",6.730370898,0,1,0,0,1,1,0,0
095-000-036-166,59  HUNTINGTON RD,"$510,400 ",58331,12/4/15,6,470000,"(41.92732679, -70.70517913)",6.70763143,0,1,0,0,1,1,0,0
049-004-568-000,29  HYANNIS RD,"$308,200 ",16553,7/10/15,4,300000,"(41.88690403, -70.53548894)",4.410069541,0,1,0,0,1,1,0,0
049-003-441-000,57  HYANNIS RD,"$281,900 ",6098,11/9/15,4,310000,"(41.88985625, -70.53488168)",4.248427842,0,1,0,0,1,1,0,0
049-003-423-000,60  HYANNIS RD,"$288,300 ",18731,12/24/15,6,290000,"(41.89064912, -70.53537598)",4.188342743,0,1,0,0,1,1,0,0
067-000-002-134,11  INDEPENDENCE ST,"$357,300 ",30888,6/29/15,5,305000,"(41.87606145, -70.61873305)",5.096594576,0,1,0,0,1,1,0,0
077C-000-010-180,24  ISLAND ROCK,"$779,900 ",20573,9/3/15,6,787000,"(41.88889315, -70.60232604)",3.954535358,1,0,0,0,1,0,0,0
077C-000-010-253,26  ISLAND ROCK,"$731,600 ",22242,6/19/15,7,720000,"(41.88866525, -70.60216649)",3.966635395,1,0,0,0,1,0,0,0
056-000-038-012,36  JAMES CIR,"$227,100 ",12197,10/27/15,3,225000,"(41.813757, -70.56441648)",8.935458386,0,0,1,0,1,0,1,0
056-000-038-019,56  JAMES CIR,"$385,100 ",35244,7/8/15,7,385000,"(41.81368537, -70.56426323)",8.940953192,0,0,1,0,1,0,1,0
105-000-005-022,73  JAN MARIE DR,"$300,800 ",19998,6/30/15,4,305000,"(41.93444155, -70.70716293)",6.748115284,0,1,0,0,1,1,0,0
105-000-005-020,77  JAN MARIE DR,"$315,200 ",21305,4/21/15,5,299900,"(41.93392185, -70.70678233)",6.731810407,0,1,0,0,1,1,0,0
105-000-005-056,8  JAN MARIE DR,"$366,800 ",27404,1/29/15,5,335000,"(41.9413496, -70.7036322)",6.54139884,0,1,0,0,1,1,0,0
105-000-005-052,9  JAN MARIE DR,"$301,300 ",23048,12/1/15,5,281000,"(41.9416113, -70.70420959999998)",6.570864232,0,1,0,0,1,1,0,0
054-005-006H-008Z,21  JANET ST,"$407,900 ",15085,10/30/15,7,377000,"(41.82170120000001, -70.54592919)",8.513917118,0,0,1,0,1,0,1,0
054-005-005E-005,24  JANET ST,"$221,200 ",9148,12/11/15,3,235000,"(41.82144520000001, -70.54533097)",8.537070065,0,0,1,0,1,0,1,0
105-000-005-129,10  JAYE ST,"$333,200 ",19998,5/28/15,4,342000,"(41.9380959, -70.70630088)",6.686430065,0,1,0,0,1,1,0,0
105-000-005-120,32  JAYE ST,"$350,000 ",23919,10/30/15,6,342000,"(41.93536545, -70.7051694)",6.64043378,0,1,0,0,1,1,0,0
052-000-032-077,31  JESSICA WAY,"$305,800 ",67479,7/22/15,5,272000,"(41.85510175, -70.53971205)",6.352579187,0,1,0,0,1,1,0,0
121-000-006-103,22  JOCELYN AV,"$209,200 ",19998,3/10/15,3,189000,"(41.8237064, -70.60259559)",8.334016254,0,0,1,0,1,0,1,0
121-000-006-110,6  JOCELYN AV,"$194,600 ",10372,10/27/15,3,188000,"(41.82205820000001, -70.60355133)",8.454254592,0,0,1,0,1,0,1,0
056-000-074G-000,22  JOHN PAUL LN,"$393,600 ",45699,12/18/15,5,397500,"(41.8122833, -70.57193285)",9.018029237,0,0,1,0,1,0,1,0
123-001P-844-000,122  JOYCE DR,"$343,600 ",25661,5/29/15,6,328000,"(41.811121299999996, -70.59333079999999)",9.135236963,0,0,1,0,1,0,1,0
130-002-000B-054,14  JUNIPER ST,"$161,200 ",6534,7/15/15,3,139900,"(41.76605935, -70.63039789)",12.51538042,0,0,0,1,1,0,0,1
